lat,lng,name,type,grade
-75.1378072038513,40.0063780319905,FAITH TABERNACLE SCHOOL,PRIVATE,ELEMENTARY/MIDDLE/HIGH
-75.17623601067679,40.0335546772673,CAMELOT THERAPEUTIC DAY SCHOOL,DISTRICT,UNGRADED
-75.23237992000321,39.9921270941663,WOODBINE ACADEMY INC,PRIVATE,ELEMENTARY SCHOOL
-75.23135971618991,39.992114686941704,JAMESON CHRISTIAN ACADEMY,PRIVATE,ELEMENTARY/MIDDLE/HIGH
-75.14140971367479,39.9738560713576,AL-AQSA ISLAMIC SCHOOL,PRIVATE,ELEMENTARY/MIDDLE/HIGH
-75.1866783868339,40.043993185085,BLAIR CHRISTIAN ACADEMY & PRESCHOOL,PRIVATE,ELEMENTARY/MIDDLE
-75.0173105580832,40.1297386494539,CALVARY CHRISTIAN ACADEMY,PRIVATE,ELEMENTARY/MIDDLE/HIGH
-75.1781745570569,39.9756000660835,CELESTIAL CHRISTIAN ACADEMY,PRIVATE,ELEMENTARY/MIDDLE
-75.1419436143303,40.0209588819976,HAROLD O DAVIS CHRISTIAN SCHOOL,PRIVATE,ELEMENTARY/MIDDLE
-75.10465393684959,40.03660302383879,INTERNATIONAL CHRISTIAN HIGH SCHOOL,PRIVATE,HIGH SCHOOL
-75.0391864606707,40.080445296768296,POLITZ HEBREW ACADEMY,PRIVATE,ELEMENTARY/MIDDLE
-75.13902834748991,39.9733439022482,LASALLE ACADEMY,PRIVATE,ELEMENTARY/MIDDLE
-75.2149681180715,39.971103740835794,QUBA INSTITUTE OF ARABIC & ISLAMIC STUDIES,PRIVATE,ELEMENTARY/MIDDLE
-75.0450512091039,40.099826186118605,SHAARE SHAMAYIM-BETH JUDAH KINDERGARTEN,PRIVATE,PRE-SCHOOL
-75.24826434754459,39.9898040890898,TALMUDICAL YESHIVA OF PHILA,PRIVATE,HIGH SCHOOL
-75.1680395718684,39.921301547041296,CITY KIDS,PRIVATE,KINDERGARTEN
-75.24721796524341,39.9855312303181,NEW LIFE ALTERNATIVES CHRISTIAN ACADEMY,PRIVATE,ELEMENTARY SCHOOL
-75.0901440171231,40.0548145552878,FIRST CENTURY GOSPEL SCHOOL,PRIVATE,ELEMENTARY/MIDDLE/HIGH
-75.1402545689717,40.05546476865229,HOPE CHURCH SCHOOL,PRIVATE,ELEMENTARY/MIDDLE/HIGH
-75.13730455846151,40.0186546469217,HUNTING PARK CHRISTIAN ACADEMY,PRIVATE,ELEMENTARY/MIDDLE
-75.14728713946201,39.967721935861896,THE CITY SCHOOL,PRIVATE,MIDDLE/HIGH
-75.2149975211038,40.0766857349399,CREFELD SCHOOL,PRIVATE,MIDDLE/HIGH
-75.0287993488158,40.040788165087,HOLMESBURG CHRISTIAN ACADEMY,PRIVATE,ELEMENTARY/MIDDLE
-75.1721467375302,40.0325065224159,GERMANTOWN FRIENDS SCHOOL,PRIVATE,ELEMENTARY/MIDDLE/HIGH
-75.1745779688884,40.0332560244769,GREENE STREET FRIENDS SCHOOL,PRIVATE,ELEMENTARY/MIDDLE
-75.183579153851,40.0339285391087,WALDORF SCHOOL OF PHILADELPHIA,PRIVATE,ELEMENTARY/MIDDLE
-75.188670494665,40.065970836774895,BIG BACKYARD,PRIVATE,PRE-SCHOOL
-75.1859343048529,40.053350171785496,JESUS IS THE WAY CHRISTIAN ACADEMY,PRIVATE,UNGRADED
-75.1906058813772,40.039857056649396,COOPERATIVE NURSERY SCHOOL,PRIVATE,PRE-SCHOOL
-75.15063346594421,39.9473811969057,CHESTERBROOK ACADEMY,PRIVATE,PRE-SCHOOL
-75.1594675493004,40.0396086353938,"CLARKE PENNSYLVANIA, INC.",PRIVATE,PRE-SCHOOL
-75.16513105272399,39.9887166549026,COMPUTER KIDZ,PRIVATE,PRE-SCHOOL
-75.1463860952479,40.03252804646839,CRISTO REY PHILADELPHIA HIGH SCHOOL,ARCHDIOCESE,HIGH SCHOOL
-75.1892807530595,40.058862814145996,EDUCATION NATION CHRISTIAN ACADEMY,PRIVATE,
-75.167263557635,40.0555783537839,GREEN TREE,PRIVATE,SPECIAL CENTER
-75.230077727142,39.9913122148641,IN THE BEGINNING,PRIVATE,KINDERGARTEN
-75.1153821818659,40.0273028798283,OLNEY CHRISTIAN SCHOOL,PRIVATE,ELEMENTARY SCHOOL
-75.16761180925059,39.9225741023207,OUR LADY OF HOPE,ARCHDIOCESE,ELEMENTARY/MIDDLE
-75.1685427956168,39.9511907914405,PHILADELPHIA CLASSICAL SCHOOL,PRIVATE,ELEMENTARY/MIDDLE
-75.2186633253196,39.948255319139,PHILADELPHIA FREE SCHOOL,PRIVATE,ELEMENTARY/MIDDLE/HIGH
-75.0754487557753,40.021659631717704,FAITH IN GOD,PRIVATE,ELEMENTARY/MIDDLE/HIGH
-75.1836971886492,40.0067457031446,SMART CENTER ACADEMY,PRIVATE,PRE-SCHOOL
-75.16104775875071,39.9275783985809,ST ANTHONY OF PADUA REGIONAL CATHOLIC SCHOOL,ARCHDIOCESE,ELEMENTARY/MIDDLE
-75.0612946982408,40.0567111972572,GAN CHABAD,PRIVATE,KINDERGARTEN
-75.1619491496587,39.9401978697975,ACADEMY AT PALUMBO,DISTRICT,HIGH SCHOOL
-75.1302790687679,39.9724860332449,ALEXANDER ADAIRE SCHOOL,DISTRICT,ELEMENTARY/MIDDLE
-75.183604961272,39.997182351098,DR. ETHEL ALLEN SCHOOL,DISTRICT,ELEMENTARY/MIDDLE
-75.06191672252521,40.029845387429,ETHAN ALLEN SCHOOL ,DISTRICT,ELEMENTARY/MIDDLE
-75.09728663616809,39.98536630575121,ALTERNATIVE MIDDLE YEARS AT JAMES MARTIN ,DISTRICT,MIDDLE SCHOOL
-75.21278673928721,40.0310606321734,ACADEMY FOR THE MIDDLE YEARS AT NORTHWEST,DISTRICT,MIDDLE SCHOOL
-75.24571699986859,39.946726000326,ADD B. ANDERSON SCHOOL,DISTRICT,ELEMENTARY/MIDDLE
-75.17589862561759,39.9418644651471,CHESTER A. ARTHUR SCHOOL,DISTRICT,ELEMENTARY/MIDDLE
-74.9740810656763,40.0826490029494,ARTS ACADEMY AT BENJAMIN RUSH,DISTRICT,HIGH SCHOOL
-75.17407713125091,39.9700252874485,BACHE-MARTIN SCHOOL,DISTRICT,ELEMENTARY/MIDDLE
-75.0526308449662,40.0920060281079,BALDI SCHOOL,DISTRICT,MIDDLE SCHOOL
-75.2386037605873,39.964374939761704,JOHN BARRY SCHOOL,DISTRICT,ELEMENTARY/MIDDLE
-75.1195495940986,40.020373609694,CLARA BARTON SCHOOL,DISTRICT,ELEMENTARY SCHOOL
-75.2338615779729,39.9216831254994,JOHN BARTRAM HIGH SCHOOL,DISTRICT,HIGH SCHOOL
-75.1481843568952,40.0036406776715,MARY M. BETHUNE SCHOOL,DISTRICT,ELEMENTARY/MIDDLE
-75.18293886988171,39.985212970125204,JAMES G. BLAINE SCHOOL,DISTRICT,ELEMENTARY/MIDDLE
-75.2151434499055,39.972629098984605,RUDOLPH BLANKENBURG SCHOOL,DISTRICT,ELEMENTARY/MIDDLE
