lat,lng,name
40.09875479999999,-74.9485179,Shogun Japanese Hibachi & Sushi
39.9687674,-75.1807615,Trio BYOB
39.8804244,-75.23722889999999,Chipotle Mexican Grill
39.9792835,-75.1120856,Hinge Cafe
39.9532199,-75.2102465,Honest Tom's Plant Based Taco Shop
39.9648098,-75.1402408,Cantina Dos Segundos
40.04535500000001,-75.23259,Rita's Italian Ice & Frozen Custard
40.07315510000001,-75.19467159999999,New China Court
39.9343749,-75.1587416,J & J Pizza
39.9597931,-75.2875122,McDonald's
40.0456306,-75.11763289999999,China Town Restaurant
40.04492909999999,-75.1439035,Papa John's Pizza
40.0077517,-74.9809696,Subway
40.104225,-75.0007167,Steve's Prince of Steaks
39.92651499999999,-75.17377599999999,Miss Rachel's Pantry
39.9694197,-75.13204259999999,Ekta Indian Cuisine
39.91743509999999,-75.1660713,Steak 'Em-Up - South Philly
39.9832925,-75.2438158,KFC
40.0012054,-75.22712700000001,Taco Bell
40.032919,-75.21426000000001,Bob's Diner
39.9531869,-75.2029737,QDOBA Mexican Eats
39.8803748,-75.23724229999999,Tony Luke's
39.94768699999999,-75.1665446,Howl at the Moon Philadelphia
40.0171049,-75.096453,Pizza Hut
40.0443827,-75.2315826,Popeyes Louisiana Kitchen
40.07405000000001,-75.2030722,Chestnut Grill & Sidewalk Cafe
40.08933039999999,-75.1229006,The Wet Whistle Bar & Grill
40.0649092,-74.98315319999999,Dunkin'
39.91915849999999,-75.1886391,Wendy's
39.94112709999999,-75.1404787,Chart House
40.00820770000001,-75.2907797,Ardmore Station Cafe
40.110561,-75.02393300000001,Rangoli: Vibrant Flavors Of India
39.9285985,-75.165108,LaScala's Birra
39.9547693,-75.20101559999999,Blarney Stone
39.985224,-75.15602899999999,McDonald's
39.9193303,-75.1710299,Scannicchio's
39.925551,-75.234664,African Small Pot
39.9482447,-75.2072924,Mill Creek Tavern
40.0055818,-75.2405254,Saffron Indian Kitchen
39.94967860000001,-75.1435596,The Continental Restaurant and Martini Bar
39.9630934,-75.1709273,McCrossen's Tavern
39.96455050000001,-75.1660753,St. Stephen's Green
40.0094026,-75.19651929999999,Dunkin'
40.052872,-75.0648107,El Balconcito II
39.9545211,-75.1999981,Cavanaugh's Restaurant & Sports Bar
39.96770730000001,-75.14065380000001,One Shot Cafe
40.0012306,-75.2731263,Delancey Street Bagels & Cafe
40.1508825,-75.0032805,Suburban Diner Restaurant
39.8804095,-75.23753239999999,Sbarro
39.9750625,-75.1183403,Il Ghiottone
40.0346194,-75.0441021,Panda Chinese Restaurant
39.9510933,-75.177133,Tsuki Sushi - Authentic Japanese Restaurant in Philadelphia，PA
39.9494863,-75.1706341,Devon Seafood Grill
39.96444199999999,-75.20464240000001,Nii-Adu African Bukateria
40.02591819999999,-75.2250943,"Taqueria ""Feliz"" Amor"
40.0344556,-75.2159653,Roma Pizza
40.0993821,-75.15389210000001,Anne's Kitchen Table
40.091442,-75.125602,Applebee's Grill + Bar
40.064198,-74.9867884,China Gate Restaurant
39.9190222,-75.18356390000001,Uncle Oogie's Pizzeria
39.9370051,-75.15449210000001,Royal Tavern
40.104593,-75.21341199999999,Starbucks
39.9589223,-75.19066389999999,Chick-fil-A
40.095366,-75.015671,Starbucks
40.0778062,-74.9497837,Apollo's Family Pizzeria
40.0082201,-75.151168,City View Pizza and Grill
39.9179792,-75.1707493,Johnny Chang's
39.89030799999999,-75.285118,Mongolian Grill
39.9049213,-75.2929285,Double Decker Pizza
39.9031584,-75.2392083,McDonald's
39.93670600000001,-75.2188271,Baobab
40.005074,-75.2401196,Maki-San
40.0255772,-75.2221979,JD McGillicuddy's Manayunk
40.0320092,-75.2133194,Papa John's Pizza
40.0628583,-75.15181439999999,Little Caesars Pizza
39.9481853,-75.219645,The Gold Standard Cafe
40.138051,-74.96275299999999,Starbucks
39.95336,-75.1697287,Pyramid Club
39.88044259999999,-75.2377083,Far East Asian Fire
40.0355871,-75.0711465,Boston Market
39.94731,-75.16655999999999,Fox & Hound
39.951001,-75.16874,Davio's Northern Italian Steakhouse
40.0022029,-75.0940798,BFM seating
40.0257098,-75.2245626,Zesty's
40.08477430000001,-75.25058469999999,Brittingham's Pub
40.075162,-75.204506,Campbell's Place
40.095385,-75.125642,The Drake Tavern
40.081762,-75.026782,Chick-fil-A
40.0316007,-74.97313810000001,Bella Pizza Cafe
40.0798564,-74.9937551,Beijing Chinese Restaurant
39.92259149999999,-75.1848059,SQ Philip's Steaks
40.062862,-75.15187999999999,Little Caesars Pizza
39.9571241,-75.1821484,JG Domestic
39.954356,-75.202162,Hummus Grill
39.95091659999999,-75.1629711,Fogo de Chão Brazilian Steakhouse
39.9113159,-75.1753524,Celebre's Pizzeria
39.919358,-75.24574199999999,Nutritional Nest
40.005449,-75.24197,Al Dar Bistro
39.9496092,-75.1439376,Cuba Libre Restaurant & Rum Bar - Philadelphia
39.9559412,-75.1572626,Yakitori Boy
39.964673,-75.17412999999999,Umai Umai
39.9603572,-75.1692901,King of Tandoor
40.08842370000001,-74.9650182,McDonald's
39.9705501,-75.1544906,Little Caesars Pizza
39.8753695,-75.2382286,Green Leaf's - Remodeling
40.0462087,-75.0565642,Dunkin'
39.9927248,-75.1002243,Domino's Pizza
40.0697888,-75.239521,Lucky Star Asian Cuisine
40.04932919999999,-74.9894763,Wawa
39.9215927,-75.17868779999999,Tap Room On 19th
39.9742833,-75.2400809,Four Seasons Chinese and American Restaurant
39.9515214,-75.17473199999999,Helium Comedy Club - Philadelphia
40.0296357,-75.0357002,Dunkin'
39.924071,-75.23687699999999,Evelyn's Beauty Lounge (Dominican Hair Salon)
39.9338534,-75.2509462,Coconut Breeze Cuisine
39.9500919,-75.1460237,Fork
39.95775099999999,-75.1374359,Cavanaugh's River Deck
40.0679852,-75.19678499999999,Mermaid Inn
40.031687,-75.09953399999999,Subway
40.0855604,-75.0453869,Judah Mediterranean Grille
40.0865948,-75.0379488,"To-Kai Sushi, Hibachi Steakhouse and Bar"
40.0973698,-74.94542299999999,Sakura Japanese Restaurant
39.8754346,-75.23836109999999,Dunkin'
40.03951199999999,-75.056455,Dragon Phoenix House
39.9516164,-75.20332619999999,Copabanana University City
40.02344799999999,-75.07713009999999,Dunkin'
40.0863495,-75.25116729999999,Knishes and Dishes
40.100082,-75.154216,The Glenside Pub
40.0457537,-74.99418930000002,Jimmy's Timeout Sports Pub
39.9651092,-75.1389074,Jerry's Bar
40.0363962,-75.1206855,Burger King
40.0996154,-75.01006900000002,IHOP
39.95438669999999,-75.21167179999999,Meskerem Ethio
39.99907220000001,-75.16705379999999,Crown Fried Chicken
39.8862343,-75.24807489999999,Extended stay Phili
39.9174168,-75.2548425,S & S Island Cuisine
40.0319909,-75.2128426,China House
40.076366,-75.206754,Starbucks
39.978918,-75.304137,Sampan Inn
40.14898100000001,-74.997904,Panera Bread
39.8774648,-75.2405388,Chickie's and Pete's Terminal D
39.97808120000001,-75.1195199,Dunkin'
40.042507,-75.0638014,Angelos Pizza
39.9478911,-75.16138889999999,Vedge
39.9961226,-75.09286929999999,Dunkin'
40.037527,-75.280307,The Union League Guard House
40.055265,-75.0036855,Original Boston Style Pizza 2
40.04267189999999,-75.14467979999999,KFC
40.046161,-75.015163,Rita's Italian Ice & Frozen Custard
39.95000699999999,-75.1621577,Barbuzzo
39.978735,-75.159476,City View Pizza and Grill
39.8851858,-75.24866,The Bistro – Eat. Drink. Connect.®
39.92613300000001,-75.233992,Ecowas African Restaurant
39.99650450000001,-75.2371974,Wendy's
40.03191919999999,-75.21278720000001,Manhattan Bagel
40.0586217,-75.16332059999999,Checkers
40.068313,-75.09642699999999,Pita Pocket Eatery
40.1093097,-74.9510129,Asian Halal Meat Market
39.95470299999999,-75.16849619999999,Panda Express
39.87722279999999,-75.2405134,La Tapenade Mediterranean Cafe
40.00422340000001,-75.2212417,Chili's Grill & Bar
39.970654,-75.15441,Little Caesars Pizza
40.08300239999999,-75.2323942,The Cedars House
40.09019399999999,-75.1247087,Hibachi of Jenkintown
40.0647784,-74.9813015,The Taggart House
39.9244589,-75.1793062,Old Original Nick's Roast Beef
39.9419429,-75.1446869,Bistro Romano
39.9298706,-75.1629524,Fond
40.021484,-75.12223600000002,Prince Pizza
40.04357559999999,-75.01798819999999,The Buffalo House
40.12196360000001,-75.03437339999999,Golden Gates
39.97913349999999,-75.1606133,Pub Webb
39.892045,-75.2835836,Chasers Tavern
39.96708030000001,-75.1774826,Little Pete's
39.963068,-75.16444299999999,City View Pizza and Grill
40.0719077,-75.15737159999999,Crab & Claw
40.0655528,-75.083024,Quig's Pizza Steaks & Hoagie's
39.9406927,-75.2593685,Jerry's Bar
40.10680720000001,-74.9509253,Club House Diner
39.9936979,-75.2979129,Herosame
39.95295649999999,-75.1702986,Ruth's Chris Steak House
40.146852,-74.9967117,Taco Bell
39.87722279999999,-75.2405134,Bruegger's Bagels
40.0400326,-75.0662657,New England Pizza
39.94903329999999,-75.1662583,Max Brenner - Philadelphia
39.94685,-75.162217,VALANNI
39.9514814,-75.2029001,Allegro Pizza and Grill
40.00169779999999,-75.065383,Bridesburg Pizza
40.0155336,-75.0768602,China House
40.04418030000001,-75.23209969999999,New Ruby Chinese Restaurant
40.03752499999999,-75.039266,Super Star Pizza
40.0286495,-74.9803374,Dredge Harbor Cafe
40.0345864,-75.1307528,Crown Fried Chicken
40.13230190000001,-75.0108678,la casa di lucia
40.08669769999999,-74.9651221,Boston Market
39.94518389999999,-75.1628028,Sumo Sushi
39.97736829999999,-75.1350099,Buzz Cafe Philly
39.9933889,-75.1551741,Domino's Pizza
39.877889,-75.24467000000001,Aviation Grill
39.898583,-75.26691799999999,Carmichael Pizza & Steaks
39.92890149999999,-75.2293237,Dunkin'
40.032118,-75.21383999999999,Starbucks
40.0747763,-75.15786709999999,Chili's Grill & Bar
40.0324073,-75.10653959999999,McDonald's
40.0586208,-75.0784616,China King
39.9310721,-75.2885197,Clam Tavern
40.1058119,-74.9374692,Redhouse Bagels
40.1375633,-74.96313119999999,Bertucci's Italian Restaurant
40.079189,-75.02666289999999,Five Guys
39.9533601,-75.20295759999999,Greek Lady
39.8770269,-75.2405079,Currito Burrito
40.03382000000001,-75.071951,East Lake Chinese Restaurant
40.092457,-75.26153,Wawa
40.0355632,-75.2172095,Dunkin'
40.106392,-75.160741,Jerzee's Sports Bar & Pizzaria
40.0903925,-75.1270223,Joey Tate's
39.9290213,-75.151847,Grindcore House
40.1070466,-75.2137296,Halligan's Pub
40.03350369999999,-75.1308742,Dunkin'
40.1093432,-75.024766,Passage Restaurant
39.93069920000001,-75.170757,Circles Thai
40.0124637,-75.1355537,Dunkin'
39.9144517,-75.15626309999999,Dunkin'
39.8764536,-75.24736159999999,Popeyes
39.8985205,-75.2670282,Fat Belly
39.9295388,-75.2289437,pizza store
39.9516506,-75.15267829999999,Pagano's Pizzeria
39.9560158,-75.1387745,Hibachi Japanese Steakhouse & Sushi Bar
40.0575169,-75.1946237,High Point Cafe
40.07426359999999,-75.0333148,Boston Market
39.9484436,-75.2164348,Aksum
39.977526,-75.27262,Applebee's Grill + Bar
40.1519728,-75.0007941,"Wings To Go - Feasterville, PA"
39.8771354,-75.2406682,Smashburger
40.0278545,-75.0389981,P&S Ravioli Company
39.95302609999999,-75.19223149999999,Starbucks
39.956878,-75.2111716,Wah-Gi-Wah
39.96452199999999,-75.142353,Ortlieb's
39.995477,-75.10569389999999,Cibao Fried Chicken Restaurant
40.004384,-75.03668619999999,Dunkin'
40.04536,-75.232722,Tony Roni's Pizza Roxborough
40.0372093,-74.9601155,Riverside Barbecue
39.936868,-75.1564728,Bibou
40.07002749999999,-75.1575821,In & Out Pizza
39.9556727,-75.2002617,Boston Market
40.12270600000001,-75.016243,Uzbekistan Restaurant
