name,lat,lng,category,mode,dist,time
Positano Coast by Aldo Lamberti,39.9466667,-75.14472219999998,restaurant,transit,-1.0,15.0
Panorama,39.95016470000001,-75.1421903,restaurant,transit,-1.0,14.0
Ekta Indian Cuisine,39.9551123,-75.20248609999999,restaurant,transit,-1.0,15.0
Pub & Kitchen,39.94565040000001,-75.1747723,restaurant,transit,-1.0,6.0
Green Eggs Café,39.9482356,-75.16242129999998,restaurant,transit,-1.0,7.0
Checkers,39.97194649999999,-75.1597573,restaurant,transit,-1.0,14.0
Campo's Philly Cheesesteaks,39.9498303,-75.14426379999998,restaurant,transit,-1.0,13.0
Sazon Restaurant & Cafe,39.961849,-75.154375,restaurant,transit,-1.0,13.0
El Rey,39.9522506,-75.17402890000002,restaurant,transit,-1.0,6.0
Field House,39.95283149999999,-75.15896740000002,restaurant,transit,-1.0,10.0
Bleu Martini,39.9493489,-75.14398249999998,restaurant,transit,-1.0,13.0
Vietnam Restaurant,39.9563241,-75.157202,restaurant,transit,-1.0,13.0
Wawa,39.9510359,-75.19900159999997,restaurant,transit,-1.0,14.0
Audrey Claire,39.94828370000001,-75.17455199999998,restaurant,transit,-1.0,6.0
Nam Phuong Restaurant,39.93652279999999,-75.16182309999998,restaurant,transit,-1.0,15.0
Sampan,39.9495449,-75.1622095,restaurant,transit,-1.0,7.0
The Plough & the Stars,39.9486869,-75.1439231,restaurant,transit,-1.0,14.0
Alma de Cuba,39.95007830000001,-75.1685167,restaurant,transit,-1.0,4.0
Smokey Joe's,39.953808,-75.202958,restaurant,transit,-1.0,14.0
Erawan Thai Cuisine,39.951795,-75.17819490000002,restaurant,transit,-1.0,7.0
Marrakesh,39.9421039,-75.1495139,restaurant,transit,-1.0,15.0
Tria Cafe Rittenhouse,39.95094810000001,-75.1704175,restaurant,transit,-1.0,4.0
Smiths Restaurant & Bar,39.9522612,-75.17173939999998,restaurant,transit,-1.0,6.0
Savas Brick Oven Pizza,39.958284,-75.19270300000002,restaurant,transit,-1.0,14.0
Subway,39.9513298,-75.17767719999998,restaurant,transit,-1.0,6.0
Jimmy John's,39.947789,-75.193297,restaurant,transit,-1.0,14.0
XIX (Nineteen) Restaurant,39.9490956,-75.16476759999998,restaurant,transit,-1.0,6.0
Ed's Buffalo Wings & Pizza,39.95832899999999,-75.192871,restaurant,transit,-1.0,14.0
Fat Tuesday,39.94187529999999,-75.15025130000002,restaurant,transit,-1.0,15.0
Abner's Cheesesteaks,39.955366700000006,-75.1988361,restaurant,transit,-1.0,14.0
La Famiglia Ristorante,39.9493909,-75.1423166,restaurant,transit,-1.0,14.0
Sang Kee Peking Duck House,39.9564399,-75.1542511,restaurant,transit,-1.0,15.0
Starbucks,39.96090900000001,-75.171453,restaurant,transit,-1.0,10.0
La Calaca Feliz,39.9675162,-75.1760731,restaurant,transit,-1.0,14.0
Kite & Key,39.960356,-75.169675,restaurant,transit,-1.0,10.0
Tattooed Mom,39.9418757,-75.1518313,restaurant,transit,-1.0,14.0
Spasso Italian Grill,39.948706,-75.142687,restaurant,transit,-1.0,15.0
Nan Zhou Hand Drawn Noodle House,39.95520120000001,-75.1568535,restaurant,transit,-1.0,13.0
Smokin' Betty's,39.9495556,-75.1589694,restaurant,transit,-1.0,8.0
Barclay Prime,39.9484864,-75.1707607,restaurant,transit,-1.0,3.0
Pietro's Italian,39.9499611,-75.17002219999998,restaurant,transit,-1.0,4.0
Ishkabibble's,39.9416636,-75.14879789999998,restaurant,transit,-1.0,15.0
Shula's Steak House,39.956841,-75.16759700000001,restaurant,transit,-1.0,9.0
OCF Coffee House,39.967147,-75.172299,restaurant,transit,-1.0,14.0
Mixto Restaurante,39.945192,-75.16105999999998,restaurant,transit,-1.0,9.0
Dutch Eating Place,39.9537339,-75.15909409999998,restaurant,transit,-1.0,11.0
Di Bruno Bros.,39.9513713,-75.1700434,restaurant,transit,-1.0,4.0
Moriarty's Restaurant,39.94868579999999,-75.15981640000003,restaurant,transit,-1.0,7.0
Papa John's Pizza,39.9551984,-75.2025639,restaurant,transit,-1.0,15.0
Friday Saturday Sunday,39.94893560000001,-75.17597590000003,restaurant,transit,-1.0,6.0
Marathon Grill,39.9529865,-75.1712941,restaurant,transit,-1.0,5.0
Coventry Deli,39.953289,-75.17364479999998,restaurant,transit,-1.0,7.0
Wawa,39.9623542,-75.1730244,restaurant,transit,-1.0,12.0
West Tavern,39.959686,-75.16360399999998,restaurant,transit,-1.0,10.0
Oyster House,39.9503308,-75.1666036,restaurant,transit,-1.0,5.0
Mercato BYOB,39.9465,-75.161765,restaurant,transit,-1.0,8.0
Day by Day,39.95164060000001,-75.17568159999998,restaurant,transit,-1.0,5.0
Twenty Manning Grill,39.948613,-75.17403399999998,restaurant,transit,-1.0,5.0
Rotten Ralph's,39.9484837,-75.1441287,restaurant,transit,-1.0,15.0
Good Day Eatery & Specialty Sandwiches,39.95363270000001,-75.1695319,restaurant,transit,-1.0,5.0
Drinker's Tavern,39.9496657,-75.143277,restaurant,transit,-1.0,13.0
Domino's Pizza,39.96224779999999,-75.1729739,restaurant,transit,-1.0,12.0
Dante & Luigi's,39.94006419999999,-75.1594444,restaurant,transit,-1.0,14.0
Doma Japanese Restaurant,39.96036400000001,-75.1692333,restaurant,transit,-1.0,10.0
Pete's Famous Pizza,39.9563495,-75.17474190000001,restaurant,transit,-1.0,9.0
Asia on the Parkway,39.95585199999999,-75.16828799999998,restaurant,transit,-1.0,8.0
Estia Restaurant,39.948459,-75.16525519999998,restaurant,transit,-1.0,6.0
Luigi's Pizza Fresca,39.9675657,-75.17710670000002,restaurant,transit,-1.0,15.0
Lisa M Reisman & Cie Ltd,39.94917810000001,-75.14269490000002,entertainment,transit,-1.0,14.0
Locks Gallery,39.945925,-75.151673,entertainment,transit,-1.0,13.0
Scott Memorial Library at Thomas Jefferson University,39.948341000000006,-75.15825699999998,entertainment,transit,-1.0,8.0
Veterinary School Library,39.9499783,-75.20008929999999,entertainment,transit,-1.0,15.0
FrameWorks Studio & Gallery,39.95091199999999,-75.175961,entertainment,transit,-1.0,4.0
Foundation For Self Taught,39.95264960000001,-75.1690393,entertainment,transit,-1.0,4.0
Talismanik,39.94477930000001,-75.1801309,entertainment,transit,-1.0,10.0
Historical Society of Pennsylvania,39.94778699999999,-75.16273199999998,entertainment,transit,-1.0,6.0
Access & Literacy Services,39.95939219999999,-75.1710767,entertainment,transit,-1.0,9.0
Cardell Dance Studio,39.9668771,-75.1656459,entertainment,transit,-1.0,14.0
Mary Nomecos,39.94667099999999,-75.183089,entertainment,transit,-1.0,11.0
US Attorney,39.946191,-75.121865,entertainment,transit,-1.0,15.0
Art Around Gallery,39.952296200000006,-75.1739587,entertainment,transit,-1.0,6.0
Eyes Gallery,39.941576,-75.149363,entertainment,transit,-1.0,15.0
"Vincent R. McGuinness, Jr.",39.95265879999999,-75.1682021,entertainment,transit,-1.0,5.0
Central Childrens Department,39.959549,-75.17158719999998,entertainment,transit,-1.0,9.0
American Philosophical Society Library,39.94837620000001,-75.1489423,entertainment,transit,-1.0,11.0
Jenkins Law Library,39.9536091,-75.17012079999998,entertainment,transit,-1.0,5.0
Fotto Star Gallery,39.95163270000001,-75.15574509999998,entertainment,transit,-1.0,11.0
David David Gallery,39.9480512,-75.17126400000002,entertainment,transit,-1.0,3.0
Esther Klein Gallery,39.95580560000001,-75.19458409999999,entertainment,transit,-1.0,13.0
Art Studio: Melanie Miller,39.94686979999999,-75.1671697,entertainment,transit,-1.0,5.0
Art & The Ageless Gardens,39.9463513,-75.181901,entertainment,transit,-1.0,10.0
Art Space Collaborative,39.9482359,-75.1708166,entertainment,transit,-1.0,3.0
"DAVID ROCCO GALLERY, LLC",39.9475922,-75.15852799999998,entertainment,transit,-1.0,8.0
Access & Literacy Services,39.95939219999999,-75.1710767,entertainment,transit,-1.0,9.0
Demography Library,39.952081,-75.19804719999998,entertainment,transit,-1.0,14.0
Music Library and Ormandy Center,39.952593,-75.1935678,entertainment,transit,-1.0,11.0
Access & Literacy Services,39.95939219999999,-75.1710767,entertainment,transit,-1.0,9.0
Access & Literacy Services,39.95939219999999,-75.1710767,entertainment,transit,-1.0,9.0
Heavy Bubble HQ,39.9388907,-75.16379529999998,entertainment,transit,-1.0,13.0
Works On Paper,39.949915,-75.1680362,entertainment,transit,-1.0,4.0
Collectible Art Gallery,39.9521124,-75.17526600000002,entertainment,transit,-1.0,6.0
New Image Art & Frame,39.95225749999999,-75.17330489999998,entertainment,transit,-1.0,6.0
Vintage Photography,39.95230079999999,-75.17043009999998,entertainment,transit,-1.0,5.0
Gross Mc Cleaf Gallery,39.9502352,-75.16722399999998,entertainment,transit,-1.0,5.0
Institute of Contemporary Art,39.95406870000001,-75.1947096,entertainment,transit,-1.0,10.0
Twenty-Two Gallery,39.949442,-75.17788900000002,entertainment,transit,-1.0,7.0
Nancy Moses Planning & Development,39.94654320000001,-75.150932,entertainment,transit,-1.0,12.0
Pageant: Soloveev,39.9413221,-75.1527823,entertainment,transit,-1.0,15.0
Community College - Phil Library,39.9623095,-75.1655602,entertainment,transit,-1.0,11.0
Nursing History Center,39.94906059999999,-75.1959494,entertainment,transit,-1.0,15.0
Medical Library,39.9455612,-75.1555765,entertainment,transit,-1.0,11.0
NAPOLEON,39.958302,-75.156601,entertainment,transit,-1.0,11.0
American Philosophical Society,39.9486222,-75.1494434,entertainment,transit,-1.0,11.0
Rare Book & Manuscript Library,39.9526438,-75.1936932,entertainment,transit,-1.0,12.0
SPB Library,39.9291832,-75.1692882,entertainment,transit,-1.0,14.0
National Federation-Abstrctng,39.949423900000006,-75.16690320000002,entertainment,transit,-1.0,5.0
Perelman Building,39.967594,-75.17939100000002,entertainment,transit,-1.0,15.0
Reader Development,39.95960549999999,-75.17102360000001,entertainment,transit,-1.0,9.0
The University of the Arts,39.9458813,-75.16526640000002,entertainment,transit,-1.0,7.0
National Railway Historic Society,39.95591,-75.17308969999998,entertainment,transit,-1.0,8.0
Philadelphia Historical Library,39.9547062,-75.16361850000001,entertainment,transit,-1.0,8.0
Newspaper and Microfilm Department,39.95947570000001,-75.1714782,entertainment,transit,-1.0,9.0
Field Teen Center,39.95983629999999,-75.1714415,entertainment,transit,-1.0,10.0
Reader Development,39.95960549999999,-75.17102360000001,entertainment,transit,-1.0,9.0
Access & Literacy Services,39.95939219999999,-75.1710767,entertainment,transit,-1.0,9.0
Drexel University Hahnemann Library,39.95715209999999,-75.163426,entertainment,transit,-1.0,10.0
Magee Rehab Hospital Learning Library,39.95677050000001,-75.165439,entertainment,transit,-1.0,9.0
Artjaz Gallery,39.95178380000001,-75.1435341,entertainment,transit,-1.0,15.0
Collectible Art & Frames,39.9521823,-75.17523659999998,entertainment,transit,-1.0,6.0
Medical Library,39.9455612,-75.1555765,entertainment,transit,-1.0,11.0
Reader Development,39.95960549999999,-75.17102360000001,entertainment,transit,-1.0,9.0
Philadelphia's Magic Gardens,39.9427128,-75.1593122,entertainment,transit,-1.0,12.0
Otto E. Albrecht Music Library,39.95264079999999,-75.19357590000001,entertainment,transit,-1.0,11.0
Presbyterian Historical Society,39.94311219999999,-75.1499077,entertainment,transit,-1.0,15.0
Aids Library,39.9479863,-75.16188009999998,entertainment,transit,-1.0,7.0
Independence Historical Library,39.9473026,-75.14617790000001,entertainment,transit,-1.0,13.0
The Galleries At Moore,39.9572925,-75.172217,entertainment,transit,-1.0,8.0
WOA Gallery,39.94858600000001,-75.14448490000002,entertainment,transit,-1.0,15.0
Justin Images Photography Gallery,39.95232180000001,-75.17330279999999,entertainment,transit,-1.0,6.0
Jed Williams Studio,39.9413677,-75.15304139999998,entertainment,transit,-1.0,15.0
Hahn Gallery,39.96660079999999,-75.17794049999998,entertainment,transit,-1.0,15.0
The Print Center,39.9481309,-75.1685605,entertainment,transit,-1.0,3.0
Education Commons,39.9504639,-75.1892797,entertainment,transit,-1.0,12.0
Audio Visual Resource Library,39.945879700000006,-75.1484718,entertainment,transit,-1.0,12.0
Library for the Blind and Physically Handicapped,39.9621155,-75.16405329999998,entertainment,transit,-1.0,11.0
Access & Literacy Services,39.95939219999999,-75.1710767,entertainment,transit,-1.0,9.0
Athenaeum of Philadelphia,39.94687259999999,-75.1509588,entertainment,transit,-1.0,11.0
Pepper Hamilton Law Library,39.9557518,-75.1700194,entertainment,transit,-1.0,8.0
ART @t Bridge Club of Center City,39.9495926,-75.16852,entertainment,transit,-1.0,3.0
Brogan James M,39.95267070000001,-75.16821329999998,entertainment,transit,-1.0,5.0
Scott Memorial Library at Thomas Jefferson University,39.94830169999999,-75.1581321,entertainment,transit,-1.0,8.0
Wendy's Frame Shop,39.9303256,-75.16862549999998,entertainment,transit,-1.0,13.0
Mangel Art Gallery,39.9531865,-75.1749671,entertainment,transit,-1.0,7.0
Pearlstein Gallery,39.9571472,-75.19293940000001,entertainment,transit,-1.0,13.0
Lippincott Wharton Sch Library,39.95262319999999,-75.193484,entertainment,transit,-1.0,11.0
Monell Chemical Senses Center,39.95585820000001,-75.193179,entertainment,transit,-1.0,13.0
Krausz Library of Podiatric Medicine,39.954781,-75.15328530000002,entertainment,transit,-1.0,14.0
The Center For Emerging Visual Artists,39.9486558,-75.1707729,entertainment,transit,-1.0,3.0
Ray Arts Gallery,39.9505578,-75.17077009999998,entertainment,transit,-1.0,4.0
H. Smith Shop,39.93591710000001,-75.1783978,entertainment,transit,-1.0,13.0
Bridgette Mayer Gallery,39.948085,-75.1530369,entertainment,transit,-1.0,11.0
Gallery Joe,39.9467559,-75.14995909999998,entertainment,transit,-1.0,11.0
Freiman Stoltzfus Gallery Philadelphia,39.94471770000001,-75.1596677,entertainment,transit,-1.0,11.0
Gross Mc Cleaf Gallery,39.9502352,-75.16722399999998,entertainment,transit,-1.0,5.0
Freiman Stoltzfus Gallery Philadelphia,39.94471770000001,-75.1596677,entertainment,transit,-1.0,11.0
Troyka Fine Arts Gallery,39.9452568,-75.16369240000002,entertainment,transit,-1.0,8.0
Dolan Maxwell Inc,39.94880339999999,-75.1757586,entertainment,transit,-1.0,7.0
Grizzly Grizzly,39.95830730000001,-75.1565993,entertainment,transit,-1.0,11.0
South Philadelphia Library,39.92914330000001,-75.16908269999998,entertainment,transit,-1.0,13.0
Business Resource and Innovation Center at the Free Library of Philadelphia,39.9592686,-75.17071640000002,entertainment,transit,-1.0,9.0
TM Sculpture,39.97009079999999,-75.15859669999998,entertainment,transit,-1.0,15.0
PhilaMOCA,39.96222279999999,-75.1575062,entertainment,transit,-1.0,13.0
Independence Library,39.9502814,-75.1523394,entertainment,transit,-1.0,10.0
Parkway Central Library,39.95956470000001,-75.17104450000002,entertainment,transit,-1.0,9.0
Learning Lab,39.94950120000001,-75.1733449,entertainment,transit,-1.0,5.0
Math Physics Astronomy Library,39.95211,-75.18979809999998,entertainment,transit,-1.0,10.0
Brandywine Workshop,39.9420671,-75.16617579999998,entertainment,transit,-1.0,9.0
LORD LUDD,39.949986,-75.1460333,entertainment,transit,-1.0,15.0
Project Joy Studio,39.938924,-75.1637497,entertainment,transit,-1.0,13.0
Wholistic.Art,39.9582606,-75.1567184,entertainment,transit,-1.0,11.0
Ewell Sale Stewart Library and Archives,39.95681099999999,-75.171015,entertainment,transit,-1.0,9.0
Eastern State Penitentiary,39.9683364,-75.17266479999998,entertainment,transit,-1.0,15.0
B Square Gallery,39.94207309999999,-75.15725040000002,entertainment,transit,-1.0,12.0
Schwarz Gallery,39.951614000000006,-75.17066700000002,entertainment,transit,-1.0,5.0
Fleisher/Ollman Gallery,39.9619658,-75.15352340000003,entertainment,transit,-1.0,14.0
Queen Memorial Library,39.93788970000001,-75.18127390000002,entertainment,transit,-1.0,14.0
Access & Literacy Services,39.95939219999999,-75.1710767,entertainment,transit,-1.0,9.0
The Donald F & Mildred Topp Othmer Library of Chemical History,39.9489717,-75.14655450000002,entertainment,transit,-1.0,13.0
Vox Populi,39.9583049,-75.1566228,entertainment,transit,-1.0,11.0
The Mütter Museum at The College of Physicians of Philadelphia,39.95323079999999,-75.1763698,entertainment,transit,-1.0,6.0
Reader Development,39.95960549999999,-75.17102360000001,entertainment,transit,-1.0,9.0
BlinkArt Gallery,39.94808219999999,-75.1429098,entertainment,transit,-1.0,15.0
The SPACE Art Gallery,39.94002099999999,-75.15582640000002,entertainment,transit,-1.0,15.0
Liberty Art & Framing,39.9508314,-75.1738984,entertainment,transit,-1.0,4.0
Goldie Paley Gallery,39.95727029999999,-75.1719562,entertainment,transit,-1.0,9.0
Cerulean Arts,39.9656537,-75.1596235,entertainment,transit,-1.0,14.0
National Constitution Center,39.95369549999999,-75.1491166,entertainment,transit,-1.0,14.0
Space 1026,39.9535738,-75.1573768,entertainment,transit,-1.0,12.0
Millennium Art Gallery Inc.,39.949036,-75.163516,entertainment,transit,-1.0,7.0
Light Box Arts,39.9502165,-75.16919890000001,entertainment,transit,-1.0,4.0
Sol Mednick Gallery,39.94902310000001,-75.1639486,entertainment,transit,-1.0,7.0
Hoyle Fickler Herschel-Mathes,39.9525474,-75.16735209999999,entertainment,transit,-1.0,5.0
Philadelphia City Institute,39.9494607,-75.17327449999998,entertainment,transit,-1.0,5.0
The Plastic Club,39.94718320000001,-75.16156059999999,entertainment,transit,-1.0,8.0
Rebecca O'Leary Art Advisory,39.9484149,-75.16504239999998,entertainment,transit,-1.0,6.0
Kapp Kapp,39.94573169999999,-75.162735,entertainment,transit,-1.0,9.0
Art At The Bourse,39.94985670000001,-75.14850489999998,entertainment,transit,-1.0,13.0
Studio Associates,39.9467295,-75.1700578,entertainment,transit,-1.0,4.0
Twenty-Two Gallery,39.949442,-75.17788900000002,entertainment,transit,-1.0,7.0
Library Co of Philadelphia,39.947810200000006,-75.16311850000002,entertainment,transit,-1.0,7.0
Alere LLC,39.9422114,-75.17460919999998,entertainment,transit,-1.0,7.0
Robert Dunning Dripps Library,39.94996789999999,-75.1930038,entertainment,transit,-1.0,13.0
Plays and Players Gallery,39.9467876,-75.17038240000002,entertainment,transit,-1.0,4.0
Custom Frame Shop / deVecchis Gallery,39.9415607,-75.14943319999998,entertainment,transit,-1.0,15.0
Beyond the Seams,39.9688896,-75.16029540000002,entertainment,transit,-1.0,14.0
Calderwood Gallery,39.96454,-75.1605235,entertainment,transit,-1.0,13.0
Pep Bowl,39.9354732,-75.16777090000002,entertainment,transit,-1.0,12.0
National Museum of American Jewish History,39.9502434,-75.14857680000001,entertainment,transit,-1.0,12.0
Access & Literacy Services,39.95939219999999,-75.1710767,entertainment,transit,-1.0,9.0
Philadelphia's Magic Gardens,39.9427128,-75.1593122,entertainment,transit,-1.0,12.0
Susan Hagen,39.951799,-75.16948959999998,entertainment,transit,-1.0,4.0
"B and K Arts, LLC",39.9442664,-75.16864129999998,entertainment,transit,-1.0,6.0
Larry Becker Contemporary Art,39.9511231,-75.1433407,entertainment,transit,-1.0,15.0
M Finkel & Daughter,39.94461919999999,-75.1581188,entertainment,transit,-1.0,11.0
Giovinetti Studios,39.94128920000001,-75.15035350000002,entertainment,transit,-1.0,15.0
Biomedical Library,39.9495032,-75.19594839999998,entertainment,transit,-1.0,15.0
MATCHBOX PHILLY | GLASS GALLERY & SMOKESHOP,39.9423329,-75.153646,entertainment,transit,-1.0,14.0
Kelly Wallace,39.9447594,-75.1602001,entertainment,transit,-1.0,10.0
C R Ettinger Studio,39.94541419999999,-75.17912820000002,entertainment,transit,-1.0,10.0
Charles Kelman Library,39.9480211,-75.1551375,entertainment,transit,-1.0,11.0
Philadelphia Law Library,39.9523277,-75.16354319999998,entertainment,transit,-1.0,7.0
Biddle Law Library,39.9538891,-75.1930904,entertainment,transit,-1.0,12.0
John C.Haas Archive Of Science And Business At CHF,39.94920259999999,-75.1459998,entertainment,transit,-1.0,14.0
Associated Library Services,39.95400220000001,-75.1702608,entertainment,transit,-1.0,5.0
Lucky Strike Philadelphia,39.9503667,-75.16324200000003,entertainment,transit,-1.0,7.0
Historical Society of Pennsylvania,39.94778699999999,-75.16273199999998,entertainment,transit,-1.0,6.0
Albert M. Greenfield Library,39.9458792,-75.1645352,entertainment,transit,-1.0,7.0
Region III Library,39.9482175,-75.1516503,entertainment,transit,-1.0,12.0
Reader Development,39.95960549999999,-75.17102360000001,entertainment,transit,-1.0,9.0
Jim Loewer Glass,39.938875900000006,-75.1639665,entertainment,transit,-1.0,13.0
Annenberg School for Communication Library,39.9529215,-75.1955936,entertainment,transit,-1.0,12.0
Art,39.9633872,-75.1649809,entertainment,transit,-1.0,12.0
The Franklin Institute,39.9582109,-75.17313469999998,entertainment,transit,-1.0,10.0
Chemistry Library,39.950738,-75.19219,entertainment,transit,-1.0,12.0
Museum Library,39.9492597,-75.19132950000002,entertainment,transit,-1.0,14.0
Partners and Son,39.9414667,-75.15261129999998,entertainment,transit,-1.0,14.0
Alexander Calder Stabile Sculpture,39.95577189999999,-75.16728859999998,entertainment,transit,-1.0,8.0
Dina Wind,39.94803270000001,-75.15305599999998,entertainment,transit,-1.0,11.0
Van Pelt Library,39.95272360000001,-75.1940023,entertainment,transit,-1.0,12.0
Dupree Gallery,39.9409824,-75.1523605,entertainment,transit,-1.0,15.0
Khmer Art Gallery,39.9583092,-75.15656609999998,entertainment,transit,-1.0,11.0
RACSO Gallery,39.9545628,-75.1668505,entertainment,transit,-1.0,6.0
Philadelphia Museum of Art Library & Archives,39.96769060000001,-75.1795372,entertainment,transit,-1.0,15.0
Walnut Street West Library,39.9538204,-75.20246,entertainment,transit,-1.0,14.0
COSM Chapel of Sacred Mirrors,39.9589742,-75.15973679999998,entertainment,transit,-1.0,13.0
Fisher Fine Arts Library,39.95161069999999,-75.1927695,entertainment,transit,-1.0,12.0
Rosenwald-Wolf Gallery,39.94594269999999,-75.1647778,entertainment,transit,-1.0,7.0
Access & Literacy Services,39.95939219999999,-75.1710767,entertainment,transit,-1.0,9.0
Science History Institute,39.9487962,-75.1466157,entertainment,transit,-1.0,13.0
Drexel University Libraries,39.95529500000001,-75.1898635,entertainment,transit,-1.0,10.0
Athenaeum of Philadelphia,39.94687259999999,-75.1509588,entertainment,transit,-1.0,11.0
Markward Playground,39.9480334,-75.18342990000002,entertainment,transit,-1.0,11.0
American Catholic Historical,39.945536,-75.14802999999998,entertainment,transit,-1.0,13.0
Shoemaker Green,39.9514977,-75.19009140000001,entertainment,transit,-1.0,11.0
Art Space Collaborative,39.9482359,-75.1708166,entertainment,transit,-1.0,3.0
Comcast Experience,39.9545383,-75.16854649999998,entertainment,transit,-1.0,7.0
Three Bears Park,39.9440791,-75.14789619999998,entertainment,transit,-1.0,15.0
America's Garden Capital Maze,39.9524382,-75.1646225,entertainment,transit,-1.0,5.0
The Rosenbach,39.9473109,-75.1750386,entertainment,transit,-1.0,6.0
Wells Fargo Museum,39.94968929999999,-75.1639465,entertainment,transit,-1.0,7.0
Franklin Court Printing Office,39.950124,-75.1466125,entertainment,transit,-1.0,14.0
The African American Museum in Philadelphia,39.95326139999999,-75.15175620000002,entertainment,transit,-1.0,12.0
The Rosenbach,39.9473109,-75.1750386,entertainment,transit,-1.0,6.0
Стадион на крыше,39.96054760000001,-75.166264,entertainment,transit,-1.0,10.0
Reading Terminal Market,39.95331129999999,-75.15943,entertainment,transit,-1.0,10.0
Romanian Museum & Gallery,39.94719110000001,-75.1683656,entertainment,transit,-1.0,4.0
University of Pennsylvania Museum Casting Program,39.9493114,-75.1915254,entertainment,transit,-1.0,14.0
Kahal Kadosh Mikveh Israel,39.9513028,-75.1478798,entertainment,transit,-1.0,13.0
Philadelphia Museum of Jewish Art,39.96380809999999,-75.160759,entertainment,transit,-1.0,12.0
Once Upon A Nation,39.9490099,-75.15101990000002,entertainment,transit,-1.0,12.0
Benjamin Franklin Museum,39.94963920000001,-75.1468572,entertainment,transit,-1.0,14.0
Museum Network Inc,39.9515436,-75.16583609999998,entertainment,transit,-1.0,5.0
Placa AMOR Philadelfia,39.9599334,-75.16497820000002,entertainment,transit,-1.0,9.0
The Fabric Workshop and Museum,39.9537074,-75.1602417,entertainment,transit,-1.0,10.0
Matthias Baldwin Park,39.961667,-75.1689481,entertainment,transit,-1.0,12.0
Schuylkill Banks,39.9521946,-75.1806532,entertainment,transit,-1.0,7.0
Christ Church Burial Ground,39.9520175,-75.1481594,entertainment,transit,-1.0,14.0
Christ Church,39.95074530000001,-75.1438142,entertainment,transit,-1.0,14.0
Franklin Square,39.95566339999999,-75.1504502,entertainment,transit,-1.0,15.0
Mural,39.9511456,-75.17762929999998,entertainment,transit,-1.0,6.0
The Bourse,39.94981020000001,-75.1475438,entertainment,transit,-1.0,13.0
Pennsylvania Academy of the Fine Arts - PAFA,39.95559859999999,-75.1631457,entertainment,transit,-1.0,9.0
National Museum of American Jewish History Museum Store,39.9502497,-75.14817029999998,entertainment,transit,-1.0,13.0
The Academy of Natural Sciences of Drexel University,39.9571169,-75.1710701,entertainment,transit,-1.0,10.0
The Oval,39.96424879999999,-75.1791318,entertainment,transit,-1.0,15.0
Benjamin Franklin Museum,39.94963920000001,-75.1468572,entertainment,transit,-1.0,14.0
Rocky Statue,39.96512749999999,-75.17928479999998,entertainment,transit,-1.0,15.0
Masonic Library & Museum-Pa,39.9536194,-75.1625712,entertainment,transit,-1.0,8.0
Hill-Physick House,39.9443118,-75.1483538,entertainment,transit,-1.0,14.0
Ennovance Capital LLC,39.949553,-75.166917,entertainment,transit,-1.0,5.0
Philadelphia City Hall,39.9528,-75.1634833,entertainment,transit,-1.0,7.0
Love Park,39.954279,-75.1656517,entertainment,transit,-1.0,6.0
Gross Mc Cleaf Gallery,39.9502352,-75.16722399999998,entertainment,transit,-1.0,5.0
Bardascino Park,39.93779620000001,-75.15991919999998,entertainment,transit,-1.0,15.0
United States Mint,39.95338599999999,-75.14805809999999,entertainment,transit,-1.0,15.0
Presbyterian Historical Society,39.94311219999999,-75.1499077,entertainment,transit,-1.0,15.0
Bethany Mission Gallery,39.9636037,-75.16388069999998,entertainment,transit,-1.0,12.0
Rodin Museum,39.9619232,-75.17395789999998,entertainment,transit,-1.0,12.0
Washington Square,39.94703670000001,-75.15239389999998,entertainment,transit,-1.0,12.0
Declaration House,39.9508314,-75.15217790000001,entertainment,transit,-1.0,10.0
Seger Dog Park,39.9433534,-75.1598089,entertainment,transit,-1.0,11.0
Second Bank of the United States Portrait Gallery,39.9485485,-75.14842770000001,entertainment,transit,-1.0,12.0
June 5th Memorial Park,39.9538109,-75.1765818,entertainment,transit,-1.0,6.0
Eagles Super Bowl Mural,39.9418611,-75.15642369999998,entertainment,transit,-1.0,13.0
New Hall Military Museum,39.9484523,-75.1472179,entertainment,transit,-1.0,13.0
The Academy of Natural Sciences of Drexel University,39.9571169,-75.1710701,entertainment,transit,-1.0,10.0
Barnes Foundation,39.9606433,-75.17280749999998,entertainment,transit,-1.0,11.0
Old Saint Mary's Church,39.9456573,-75.14857649999998,entertainment,transit,-1.0,13.0
James G. Kaskey Memorial Park,39.9491655,-75.1983003,entertainment,transit,-1.0,15.0
The Mütter Museum at The College of Physicians of Philadelphia,39.95323079999999,-75.1763698,entertainment,transit,-1.0,6.0
American Philosophical Society,39.9486222,-75.1494434,entertainment,transit,-1.0,11.0
The Palestra,39.9513911,-75.1887032,entertainment,transit,-1.0,10.0
Marian Anderson Recreation Center,39.9418979,-75.17149090000002,entertainment,transit,-1.0,7.0
Independence Visitor Center,39.9514196,-75.14992120000002,entertainment,transit,-1.0,13.0
Mural Arts Philadelphia,39.9654251,-75.16685890000002,entertainment,transit,-1.0,15.0
Rodin Museum,39.9619232,-75.17395789999998,entertainment,transit,-1.0,12.0
Independence National Historical Park,39.9495312,-75.14973189999998,entertainment,transit,-1.0,12.0
Philadelphia's Magic Gardens,39.9427128,-75.1593122,entertainment,transit,-1.0,12.0
