name,lat,lng,category,mode,dist,time
Placa AMOR Philadelfia,39.9599334,-75.16497820000002,entertainment,transit,-1.0,9.0
Masonic Temple,39.95348010000001,-75.1630651,entertainment,transit,-1.0,7.0
National Liberty Museum,39.94888059999999,-75.1468778,entertainment,transit,-1.0,13.0
Bethany Mission Gallery,39.9636037,-75.16388069999998,entertainment,transit,-1.0,12.0
Philadelphia Hospitality,39.94946160000001,-75.1645238,entertainment,transit,-1.0,7.0
Science History Institute,39.9487962,-75.1466157,entertainment,transit,-1.0,13.0
Institute of Contemporary Art,39.95406870000001,-75.1947096,entertainment,transit,-1.0,10.0
American Bandstand studio,39.95816209999999,-75.2126619,entertainment,transit,-1.0,15.0
Saint Thomas Aquinas Church,39.93023499999999,-75.1739183,entertainment,transit,-1.0,12.0
The Print Center,39.9481309,-75.1685605,entertainment,transit,-1.0,3.0
Chew Playground,39.938280000000006,-75.17387269999998,entertainment,transit,-1.0,10.0
National Constitution Center,39.95369549999999,-75.1491166,entertainment,transit,-1.0,14.0
Presbyterian Historical Society,39.94311219999999,-75.1499077,entertainment,transit,-1.0,15.0
Center for Architecture and Design,39.953848,-75.16044800000002,entertainment,transit,-1.0,10.0
Science History Institute,39.9487962,-75.1466157,entertainment,transit,-1.0,13.0
Masonic Temple,39.95348010000001,-75.1630651,entertainment,transit,-1.0,7.0
The Porch at 30th,39.9548726,-75.18206889999998,entertainment,transit,-1.0,8.0
#5. Old St. Pauls Episcopal,39.9463161,-75.1464584,entertainment,transit,-1.0,13.0
Colors of Light Mural by Josh Sarantitis,39.95699109999999,-75.1585283,entertainment,transit,-1.0,13.0
Welcome Park,39.9473826,-75.14414520000003,entertainment,transit,-1.0,15.0
Washington Monument Fountain,39.9642689,-75.17913519999998,entertainment,transit,-1.0,15.0
Cathedral Basilica of Saints Peter and Paul,39.9574751,-75.16859649999998,entertainment,transit,-1.0,9.0
Second Bank of the United States Portrait Gallery,39.9485485,-75.14842770000001,entertainment,transit,-1.0,12.0
The Magnolia Garden,39.94598690000001,-75.14921070000003,entertainment,transit,-1.0,12.0
Philadelphia Covention CenterShow,39.9570268,-75.2008568,entertainment,transit,-1.0,13.0
Museum of the American Revolution,39.94834520000001,-75.1458816,entertainment,transit,-1.0,14.0
Septa Transit Museum,39.9518251,-75.16051390000001,entertainment,transit,-1.0,9.0
Bridgette Mayer Gallery,39.9522968,-75.1570655,entertainment,transit,-1.0,11.0
Congress Hall,39.948957,-75.15066170000001,entertainment,transit,-1.0,12.0
Center for Architecture and Design,39.953848,-75.16044800000002,entertainment,transit,-1.0,10.0
Philadelphia Museum of Jewish Art,39.96380809999999,-75.160759,entertainment,transit,-1.0,12.0
St. Kyle of KEK Statue,39.9495623,-75.1718321,entertainment,transit,-1.0,4.0
Fotto Star Gallery,39.95163270000001,-75.15574509999998,entertainment,transit,-1.0,11.0
Congress Hall,39.94897280000001,-75.15065469999998,entertainment,transit,-1.0,12.0
Penn Museum,39.94923920000001,-75.191367,entertainment,transit,-1.0,14.0
New Hall Military Museum,39.9484523,-75.1472179,entertainment,transit,-1.0,13.0
Penn Museum,39.94923920000001,-75.191367,entertainment,transit,-1.0,14.0
Palace Travel Inc,39.949926,-75.163686,entertainment,transit,-1.0,7.0
Phillies Mural,39.9510963,-75.18051080000002,entertainment,transit,-1.0,7.0
Grumman Lunar Module,39.958022,-75.1735521,entertainment,transit,-1.0,10.0
18th Century Garden,39.9474221,-75.14752340000003,entertainment,transit,-1.0,12.0
Museum of the American Revolution,39.94834520000001,-75.1458816,entertainment,transit,-1.0,14.0
The Fabric Workshop and Museum,39.9537074,-75.1602417,entertainment,transit,-1.0,10.0
BMW Welt,39.9464855,-75.16396970000002,entertainment,transit,-1.0,8.0
Liberty Bell,39.9525839,-75.1652215,entertainment,transit,-1.0,5.0
The Menorah,39.95435939999999,-75.1596106,entertainment,transit,-1.0,11.0
Old St Joseph's Church,39.94658200000001,-75.14751199999998,entertainment,transit,-1.0,12.0
Rodin Museum Property,39.960926,-75.1739089,entertainment,transit,-1.0,11.0
40th AIR studio,39.95595229999999,-75.20288240000002,entertainment,transit,-1.0,14.0
Quartier joli,39.94363720000001,-75.1487083,entertainment,transit,-1.0,14.0
Barnes Foundation Gate House,39.9601671,-75.1718449,entertainment,transit,-1.0,10.0
Chinatown Friendship Arch,39.95371110000001,-75.1562314,entertainment,transit,-1.0,13.0
Starr Garden Playground,39.9427864,-75.15235969999998,entertainment,transit,-1.0,15.0
Dolly Todd House,39.9474574,-75.14779469999998,entertainment,transit,-1.0,12.0
Figmago,39.941842,-75.15664799999998,entertainment,transit,-1.0,13.0
Historic Philadelphia,39.9500455,-75.14381170000001,entertainment,transit,-1.0,13.0
Athenaeum of Philadelphia,39.94687259999999,-75.1509588,entertainment,transit,-1.0,11.0
Art Space Collaborative,39.9482359,-75.1708166,entertainment,transit,-1.0,3.0
The Print Center,39.9481309,-75.1685605,entertainment,transit,-1.0,3.0
Cira Green,39.9526631,-75.1833298,entertainment,transit,-1.0,7.0
The Franklin Institute,39.9582109,-75.17313469999998,entertainment,transit,-1.0,10.0
Powel House,39.9457406,-75.14684179999998,entertainment,transit,-1.0,14.0
Alexander Hamiltons Former Home,39.94691779999999,-75.146085,entertainment,transit,-1.0,14.0
Brogan James M,39.95267070000001,-75.16821329999998,entertainment,transit,-1.0,5.0
Perelman Building,39.967594,-75.17939100000002,entertainment,transit,-1.0,15.0
Barnes Foundation,39.9606433,-75.17280749999998,entertainment,transit,-1.0,11.0
Bishop White House,39.947294,-75.1467776,entertainment,transit,-1.0,13.0
Di Silvestro Playground,39.92914069999999,-75.17004250000002,entertainment,transit,-1.0,14.0
National Liberty Museum,39.94888059999999,-75.1468778,entertainment,transit,-1.0,13.0
Tomb of the Unknown Soldier,39.9470628,-75.15252459999998,entertainment,transit,-1.0,12.0
National Museum of American Jewish History,39.9502434,-75.14857680000001,entertainment,transit,-1.0,12.0
The Church of the Holy Trinity,39.9502577,-75.17298570000001,entertainment,transit,-1.0,4.0
American Philosophical Society,39.9486222,-75.1494434,entertainment,transit,-1.0,11.0
Xoxo sign,39.9497133,-75.1480253,entertainment,transit,-1.0,13.0
Women For Greater Philadelphia,39.9473635,-75.1505684,entertainment,transit,-1.0,11.0
Photo Pop Philly,39.949929,-75.1487807,entertainment,transit,-1.0,13.0
President's House Site,39.95044199999999,-75.15008459999999,entertainment,transit,-1.0,12.0
Penn Park,39.9500579,-75.1859058,entertainment,transit,-1.0,9.0
Hill-Physick House,39.9443118,-75.1483538,entertainment,transit,-1.0,14.0
Roberto Clemente Park,39.965686700000006,-75.16802259999999,entertainment,transit,-1.0,15.0
Historic Arch Street Meeting House,39.951881,-75.14615699999997,entertainment,transit,-1.0,15.0
Swann Memorial Fountain,39.9579384,-75.170587,entertainment,transit,-1.0,9.0
Fo Shou Temple 佛寿寺,39.9547499,-75.15666,entertainment,transit,-1.0,13.0
Walnut Street Dock,39.9518275,-75.1810318,entertainment,transit,-1.0,7.0
Rittenhouse Square,39.9494818,-75.17188349999998,entertainment,transit,-1.0,4.0
Benjamin Franklin's Grave,39.95246009999999,-75.1482794,entertainment,transit,-1.0,14.0
Train Factory,39.95813890000001,-75.17262579999998,entertainment,transit,-1.0,9.0
City Hall Visitor Center,39.9512025,-75.16347499999998,entertainment,transit,-1.0,6.0
American Bandstand studio,39.95816209999999,-75.2126619,entertainment,transit,-1.0,15.0
Sister Cities Park,39.9579056,-75.16933890000001,entertainment,transit,-1.0,8.0
West Wing Great Essentials Exhibit,39.9489474,-75.15035780000002,entertainment,transit,-1.0,12.0
Mother Bethel A.M.E. Church,39.9432914,-75.15175409999998,entertainment,transit,-1.0,15.0
Liberty Bell Center,39.95021120000001,-75.15015559999998,entertainment,transit,-1.0,12.0
Liberty Bell,39.9496103,-75.1502821,entertainment,transit,-1.0,12.0
The United States Custom House,39.9483717,-75.1446802,entertainment,transit,-1.0,15.0
獨立遊客中心,39.9514781,-75.14991169999998,entertainment,transit,-1.0,13.0
Franklin Field,39.9502159,-75.19010920000002,entertainment,transit,-1.0,12.0
Innovation Plaza,39.9557555,-75.19626720000002,entertainment,transit,-1.0,13.0
Library Co of Philadelphia,39.947810200000006,-75.16311850000002,entertainment,transit,-1.0,7.0
Cret Park,39.9555435,-75.16656069999998,entertainment,transit,-1.0,7.0
Milord la Chamarre Statue,39.95217089999999,-75.1661135,entertainment,transit,-1.0,5.0
Independence Hall,39.9552145,-75.1636616,entertainment,transit,-1.0,8.0
Carpenters' Hall,39.9481384,-75.1472103,entertainment,transit,-1.0,12.0
Legacy Mural,39.94915340000001,-75.15291909999998,entertainment,transit,-1.0,11.0
The African American Museum in Philadelphia,39.95326139999999,-75.15175620000002,entertainment,transit,-1.0,12.0
Train Factory,39.95813890000001,-75.17262579999998,entertainment,transit,-1.0,9.0
Eastern State Penitentiary,39.9683364,-75.17266479999998,entertainment,transit,-1.0,15.0
Franklin Court Printing Office,39.950124,-75.1466125,entertainment,transit,-1.0,14.0
Schuylkill River Park,39.948817700000006,-75.18176650000002,entertainment,transit,-1.0,10.0
Julian Abele Park,39.94088430000001,-75.1792676,entertainment,transit,-1.0,12.0
Philadelphia Society for the Preservation of Landmarks,39.9443239,-75.1483536,entertainment,transit,-1.0,14.0
Thomas Sully Residence,39.94509499999999,-75.151219,entertainment,transit,-1.0,13.0
Statue of Tamanend,39.9497217,-75.14201750000002,entertainment,transit,-1.0,15.0
Septa Transit Museum,39.9518251,-75.16051390000001,entertainment,transit,-1.0,9.0
Thaddeus Kosciuszko National Memorial,39.943457,-75.14725279999998,entertainment,transit,-1.0,15.0
Logan Square,39.9580333,-75.1709604,entertainment,transit,-1.0,9.0
Powel House,39.9457406,-75.14684179999998,entertainment,transit,-1.0,14.0
Rittenhouse,39.950131,-75.17066700000002,farmers_markets,pedestrian,0.01,0.27
Rittenhouse,39.950131,-75.17066700000002,farmers_markets,bicycle,0.01,0.07
Fairmount,39.967313,-75.17398299999998,farmers_markets,bicycle,1.39,12.07
Francisville Artisan and Farmers Market,39.969732,-75.164337,farmers_markets,bicycle,1.64,13.73
Fitler Square Park,39.954158,-75.177823,farmers_markets,bicycle,0.64,5.22
Headhouse,39.936212,-75.155973,farmers_markets,bicycle,1.8,13.78
Christ Church,39.950004,-75.150071,farmers_markets,bicycle,1.3,11.7
22nd & Tasker,39.932161,-75.18141800000002,farmers_markets,bicycle,1.69,13.77
Broad and Morris,39.928034999999994,-75.16895500000003,farmers_markets,bicycle,1.91,13.92
University Square,39.953142,-75.194786,farmers_markets,bicycle,1.31,9.62
Parkway/Logan Circle,39.955918,-75.168309,commercial,pedestrian,0.49,13.23
South Street/16th-21st,39.944477,-75.170825,commercial,pedestrian,0.42,11.52
23rd and Walnut,39.951499,-75.17868100000003,commercial,pedestrian,0.46,12.9
Market West,39.951743,-75.16891600000002,commercial,pedestrian,0.22,6.2
Fairmount/19th-25th,39.967074,-75.173302,commercial,bicycle,1.4,11.98
Spring Garden/16th-23rd,39.963912,-75.17078199999997,commercial,bicycle,1.07,9.68
Spring Garden/9th-13th ,39.961719,-75.157705,commercial,bicycle,1.48,11.45
Broad and Fairmount,39.966699,-75.16076600000002,commercial,bicycle,1.57,12.58
Broad and Spring Garden,39.961929999999995,-75.16119,commercial,bicycle,1.24,9.85
Callowhill East,39.95892,-75.155445,commercial,bicycle,1.51,11.72
Parkway/Logan Circle,39.955918,-75.168309,commercial,bicycle,0.61,5.22
South 4th Street ,39.939155,-75.14956,commercial,bicycle,1.88,14.12
9th Street - Italian Market,39.936221999999994,-75.158424,commercial,bicycle,1.68,13.23
6th and Washington,39.934656,-75.154656,commercial,bicycle,1.95,15.0
Market East,39.950891999999996,-75.159048,commercial,bicycle,0.84,6.5
Girard and Ridge,39.972148,-75.166013,commercial,bicycle,1.8,14.83
36th Street and vicinity,39.954376,-75.195549,commercial,bicycle,1.45,10.88
40th Street and vicinity,39.954556,-75.202924,commercial,bicycle,1.76,14.02
Callowhill West,39.960946,-75.170648,commercial,bicycle,0.92,8.12
Chinatown,39.95460900000001,-75.156358,commercial,bicycle,1.18,9.85
Broad and Washington,39.938355,-75.165492,commercial,bicycle,1.23,9.37
South Street/16th-21st,39.944477,-75.170825,commercial,bicycle,0.56,4.72
South and Grays Ferry,39.945052000000004,-75.179601,commercial,bicycle,0.86,7.28
Old City,39.950287,-75.145256,commercial,bicycle,1.54,11.15
23rd and Walnut,39.951499,-75.17868100000003,commercial,bicycle,0.48,3.63
30th Street,39.954473,-75.183926,commercial,bicycle,1.19,9.68
Market West,39.951743,-75.16891600000002,commercial,bicycle,0.22,2.47
South Street/Front-8th,39.941638,-75.148095,commercial,bicycle,1.75,12.88
South Street/8th-12th,39.94265,-75.158631,commercial,bicycle,1.19,8.9
Broad and Morris,39.929093,-75.16827099999998,commercial,bicycle,1.84,13.43
Point Breeze Avenue,39.93547,-75.178862,commercial,bicycle,1.36,11.43
Washington Avenue West,39.939361,-75.176441,commercial,bicycle,0.96,9.52
30th and Grays Ferry,39.941261,-75.19424599999998,commercial,bicycle,1.78,13.8
5th and Delancey,39.944551000000004,-75.150318,commercial,bicycle,1.53,11.72
Pine Street,39.944721,-75.159953,commercial,bicycle,0.98,8.1
36th and Lancaster,39.95953400000001,-75.195062,commercial,bicycle,1.8,13.97
Broad and South,39.943386,-75.16529200000002,commercial,bicycle,0.83,6.03
ALBERT M. GREENFIELD SCHOOL,39.9522723404091,-75.1773920597576,schools,pedestrian,0.46,12.6
FREIRE CHARTER SCHOOL,39.9524728898904,-75.17442258950321,schools,pedestrian,0.38,10.55
INDEPENDENCE CHARTER SCHOOL,39.9449388777306,-75.1690056208506,schools,pedestrian,0.46,12.58
PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,39.9506078902696,-75.1651108195508,schools,pedestrian,0.35,9.57
RUSSELL BYERS CHARTER SCHOOL,39.95594921951221,-75.17155063941871,schools,pedestrian,0.5,14.12
CONSTITUTION HIGH SCHOOL,39.9502520000276,-75.15233599995742,schools,bicycle,1.15,8.5
HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS SCHOOL,39.93941992019922,-75.16548375023379,schools,bicycle,1.12,9.23
CHRISTOPHER COLUMBUS CS (ANNEX),39.9386082230515,-75.1586546170628,schools,bicycle,1.52,11.62
FRANKLIN LEARNING CENTER,39.9650489996572,-75.1627529996906,schools,bicycle,1.39,11.22
BENJAMIN FRANKLIN HIGH SCHOOL,39.9635299998603,-75.1616399993992,schools,bicycle,1.34,10.77
FREIRE CHARTER SCHOOL,39.9514322380152,-75.1580562211964,schools,bicycle,0.84,6.33
PHILADELPHIA PERFORMING ARTS CHARTER SCHOOL,39.9578909273953,-75.1663226360723,schools,bicycle,0.76,6.05
ACADEMY AT PALUMBO,39.9401978697975,-75.1619491496587,schools,bicycle,1.24,9.22
CHESTER A. ARTHUR SCHOOL,39.9418644651471,-75.17589862561759,schools,bicycle,0.75,7.8
BACHE-MARTIN SCHOOL,39.9700252874485,-75.17407713125091,schools,bicycle,1.57,13.38
GEORGE W. CHILDS SCHOOL,39.9346369997854,-75.1704930003667,schools,bicycle,1.32,11.03
DELAPLAINE MCDANIEL SCHOOL,39.9295920005011,-75.18179300014,schools,bicycle,1.85,14.97
WILLIAM M. MEREDITH SCHOOL,39.9396621938909,-75.1509983238488,schools,bicycle,1.94,14.98
GEORGE W. NEBINGER SCHOOL,39.9366940002475,-75.15383000011141,schools,bicycle,1.9,14.07
ANDREW JACKSON SCHOOL,39.9346230003901,-75.1634809995532,schools,bicycle,1.6,11.87
PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL,39.9630050104016,-75.1592864998634,schools,bicycle,1.46,11.92
PHILADELPHIA VIRTUAL ACADEMY,39.961021589463,-75.1626440495439,schools,bicycle,1.18,9.42
LAURA W. WARING SCHOOL,39.9649193905508,-75.1677006005967,schools,bicycle,1.08,10.2
ALBERT M. GREENFIELD SCHOOL,39.9522723404091,-75.1773920597576,schools,bicycle,0.46,3.53
JULIA R. MASTERMAN SCHOOL,39.963450899886496,-75.16573278273202,schools,bicycle,1.18,10.35
GENERAL GEORGE A. MCCALL SCHOOL,39.944598132546794,-75.152366532041,schools,bicycle,1.38,10.3
FOLK ARTS-CULTURAL TREASURES CHARTER SCHOOL,39.9589836872666,-75.1561225600225,schools,bicycle,1.38,11.93
BEN FRANKLIN HIGH SCHOOL EOP,39.9629032996421,-75.1593020014646,schools,bicycle,1.45,11.87
FREIRE CHARTER SCHOOL,39.9524728898904,-75.17442258950321,schools,bicycle,0.38,3.02
GATEWAY TO COLLEGE - COMMUNITY COLLEGE OF PHILADELPHIA,39.9628357147828,-75.1666280688128,schools,bicycle,1.02,9.37
INDEPENDENCE CHARTER SCHOOL,39.9449388777306,-75.1690056208506,schools,bicycle,0.76,5.62
SAMUEL POWEL SCHOOL,39.9601485007694,-75.19364119318149,schools,bicycle,1.85,14.9
SCIENCE LEADERSHIP ACADEMY,39.96122417056171,-75.1626167526329,schools,bicycle,1.2,9.65
SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,39.9559095512984,-75.19455964495859,schools,bicycle,1.5,11.25
SPRING GARDEN SCHOOL,39.965161549612496,-75.1561404206783,schools,bicycle,1.78,14.53
EDWIN M. STANTON SCHOOL,39.9405029995584,-75.17101700037891,schools,bicycle,0.82,6.83
PEOPLE FOR PEOPLE CHARTER SCHOOL,39.9681014097758,-75.16067476933041,schools,bicycle,1.67,14.17
PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,39.9506078902696,-75.1651108195508,schools,bicycle,0.35,4.25
PHILADELPHIA VIRTUAL ACADEMY,39.961021589463,-75.1626440495439,schools,bicycle,1.18,9.42
RUSSELL BYERS CHARTER SCHOOL,39.95594921951221,-75.17155063941871,schools,bicycle,0.55,5.18
UNIVERSAL INSTITUTE CHARTER SCHOOL,39.9408997340373,-75.16769048137179,schools,bicycle,0.93,7.35
ARCHITECTURE AND DESIGN CHARTER SCHOOL,39.948891999853295,-75.1522490007144,schools,bicycle,1.12,8.85
CHRISTOPHER COLUMBUS CHARTER SCHOOL,39.9388824975157,-75.158411634008,schools,bicycle,1.5,11.45
MASTERY CHARTER SCHOOL AT LENFEST,39.94952698141171,-75.14701419190821,schools,bicycle,1.44,10.7
"MATH, CIVICS AND SCIENCES CHARTER SCHOOL",39.9611519963734,-75.1609555297349,schools,bicycle,1.21,10.82
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
Good Shepherd Penn Partners,39.944911,-75.172638,medical,pedestrian,0.38,10.47
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
Health Center 5,39.954491,-75.173035,medical,pedestrian,0.45,12.5
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,pedestrian,0.52,14.4
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
Hospital of the University of Pennsylvania,39.949948,-75.194096,medical,bicycle,1.59,14.13
Kindred Hospital South Philadelphia ,39.926551,-75.170242,medical,bicycle,1.94,15.0
Magee Rehabilitation Hospital ,39.956806,-75.165397,medical,bicycle,0.69,5.45
Pennsylvania Hospital,39.945308,-75.15567,medical,bicycle,1.16,9.07
Penn Presbyterian Medical Center,39.958495,-75.199329,medical,bicycle,1.96,14.78
St.Joseph's Hospital (dba North Phila Health System),39.972689,-75.16898499999998,medical,bicycle,1.68,14.55
Thomas Jefferson University Hospital,39.949348,-75.158015,medical,bicycle,0.93,6.88
Philadelphia VA Medical Center,39.947595,-75.199079,medical,bicycle,1.96,14.62
Good Shepherd Penn Partners,39.944911,-75.172638,medical,bicycle,0.71,5.98
Wills Eye Hospital,39.94802,-75.155019,medical,bicycle,1.15,8.42
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
11th Street Family Health Services,39.957067,-75.157156,medical,bicycle,1.23,9.58
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
4th Street Behavioral Healthcare,39.948104,-75.147747,medical,bicycle,1.4,10.13
4th Street Behavioral Healthcare,39.948104,-75.147747,medical,bicycle,1.4,10.13
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
Health Center 5,39.954491,-75.173035,medical,bicycle,0.45,3.7
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
Mary Howard Health Center,39.948852,-75.155392,medical,bicycle,1.13,8.27
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
Meade Family Health Center,39.958852,-75.16878100000002,medical,bicycle,0.62,5.65
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,0.54,4.87
Fairmount Primary Care Center,39.96743,-75.18008499999998,medical,bicycle,1.5,12.2
Fairmount Primary Care Center at Horizon House,39.952657,-75.18388900000002,medical,bicycle,0.79,6.0
Rittenhouse Square,39.949464,-75.17189300000003,recreation,pedestrian,0.1,2.9
John F Kennedy Plaza (LOVE Park),39.953457,-75.165063,recreation,pedestrian,0.54,14.82
Levy Park,39.955031,-75.166774,recreation,pedestrian,0.52,14.2
Basilica Green,39.957128999999995,-75.168461,recreation,pedestrian,0.53,14.52
William H (Billy) Markward Memorial Playground,39.947556,-75.18395799999998,recreation,bicycle,0.92,7.95
William H (Billy) Markward Memorial Playground,39.947556,-75.18395799999998,recreation,bicycle,0.92,7.95
William H (Billy) Markward Memorial Playground,39.947556,-75.18395799999998,recreation,bicycle,0.92,7.95
26th and Pennsylvania Playground,39.969772,-75.182152,recreation,bicycle,1.69,14.12
10th and Lemon Playground,39.963531,-75.15490799999998,recreation,bicycle,1.76,13.97
Philadelphia Museum of Art,39.967935,-75.176073,recreation,bicycle,1.68,13.83
Rittenhouse Square,39.949464,-75.17189300000003,recreation,bicycle,0.1,1.15
Washington Square,39.947008000000004,-75.15229000000002,recreation,bicycle,1.22,10.03
Franklin Square,39.955697,-75.150369,recreation,bicycle,1.56,12.07
Von Colln Field,39.96353,-75.175318,recreation,bicycle,1.28,10.3
Philadelphia Museum of Art,39.967935,-75.176073,recreation,bicycle,1.68,13.83
Barnes Foundation Museum,39.960027000000004,-75.172471,recreation,bicycle,0.8,7.08
Wharton Square,39.93554,-75.183235,recreation,bicycle,1.58,12.87
Columbus Square,39.933155,-75.164775,recreation,bicycle,1.71,12.8
Rodin Museum,39.961465000000004,-75.174588,recreation,bicycle,0.96,8.4
Francisville Recreation Center,39.969208,-75.166601,recreation,bicycle,1.42,14.12
Marian Anderson Recreation Center,39.941776000000004,-75.17099499999998,recreation,bicycle,0.73,6.18
Walter Palumbo Recreation Center,39.941338,-75.158149,recreation,bicycle,1.3,10.05
Charles H Chew Sr Playground,39.938235999999996,-75.174033,recreation,bicycle,0.97,9.88
Roberto Clemente Playground,39.965643,-75.168109,recreation,bicycle,1.14,12.02
Matthias Baldwin Park,39.96102,-75.16975699999998,recreation,bicycle,0.98,8.8
John F Kennedy Plaza (LOVE Park),39.953457,-75.165063,recreation,bicycle,0.62,5.28
Starr Garden Playground,39.942888,-75.152214,recreation,bicycle,1.47,11.27
Michael Foglietta Plaza,39.944844,-75.143569,recreation,bicycle,1.81,13.65
South Philadelphia Older Adult Center,39.931666,-75.162772,recreation,bicycle,1.91,14.43
A Giuseppe DiSilvestro Playground,39.929072,-75.169597,recreation,bicycle,1.77,13.8
Charles Seger Park,39.943705,-75.158684,recreation,bicycle,1.13,8.5
Hawthorne Cultural Center,39.93843,-75.163478,recreation,bicycle,1.37,10.25
Ridgway Park,39.939306,-75.164553,recreation,bicycle,1.22,10.23
33rd and Wallace Playground,39.965239000000004,-75.190359,recreation,bicycle,1.94,14.82
Weccacoe Square,39.937896,-75.15099000000002,recreation,bicycle,1.92,14.87
Hawthorne Park,39.940667,-75.162817,recreation,bicycle,1.2,9.0
Fitler Square,39.947596999999995,-75.179774,recreation,bicycle,0.71,5.85
Cianfrani Park,39.940682,-75.15537900000002,recreation,bicycle,1.49,11.38
James L Wright Playground,39.963999,-75.19059200000002,recreation,bicycle,1.9,14.67
Philadelphia History Museum at the Atwater Kent,39.950348,-75.151955,recreation,bicycle,1.17,9.17
Louis I Kahn Park,39.945168,-75.160035,recreation,bicycle,0.96,7.43
Christ Church Park,39.950874,-75.143074,recreation,bicycle,1.77,13.8
OConnor Pool,39.946034999999995,-75.183489,recreation,bicycle,1.04,9.12
Delancey Park,39.944179999999996,-75.147708,recreation,bicycle,1.72,13.32
Julian Abele Park,39.940836,-75.179303,recreation,bicycle,1.08,9.75
Ralph Brooks Park,39.931445000000004,-75.177734,recreation,bicycle,1.47,14.37
Betsy Ross House,39.952351,-75.144716,recreation,bicycle,1.68,13.38
Giuseppe Bardascino Park,39.93785,-75.159948,recreation,bicycle,1.53,11.43
Frank Palumbo Sr Park,39.93926,-75.155586,recreation,bicycle,1.61,13.15
Coxe Park,39.956702,-75.175521,recreation,bicycle,0.74,7.0
22nd and Catharine Park,39.942277000000004,-75.179381,recreation,bicycle,1.0,8.37
I-95 Park,39.936212,-75.155973,recreation,bicycle,1.8,13.78
June 5th Memorial Park ,39.953688,-75.176597,recreation,bicycle,0.56,4.28
Eakins Oval,39.961332,-75.174226,recreation,bicycle,0.93,8.23
Park Towne,39.961314,-75.17576600000002,recreation,bicycle,1.11,9.78
River Field,39.962136,-75.179553,recreation,bicycle,1.26,10.02
Levy Park,39.955031,-75.166774,recreation,bicycle,0.58,5.43
